date,precipitation,temp_mean,temp_highest,temp_lowest,PM10,PM2.5,humidity,sunshine_sum,sunshine_rate,wind_mean,wind_max,rental
2019-06-21,0.2,22.1,26.1,19.4,24.0,15.0,72.9,3.4,23.0,1.7,3.7,81089
2019-06-22,,24.2,30.6,17.7,11.0,6.0,42.3,13.0,87.8,1.5,2.9,85728
2019-06-23,,25.0,31.0,19.1,11.0,6.0,40.4,12.9,87.2,1.8,4.4,79269
2019-06-24,,25.2,30.9,20.9,20.0,12.0,46.9,13.6,91.9,2.0,4.1,88432
2019-06-25,,25.6,32.8,19.5,29.0,18.0,49.1,13.4,90.5,1.6,4.2,88096
2019-06-26,0.0,25.5,29.5,20.7,31.0,20.0,52.6,1.1,7.4,1.3,3.1,81274
2019-06-27,1.4,25.5,31.2,21.9,18.0,12.0,70.5,3.9,26.4,1.4,3.5,79234
2019-06-28,0.0,24.7,29.0,22.3,40.0,28.0,67.3,2.4,16.2,1.7,3.8,77056
2019-06-29,1.5,23.1,27.7,19.6,22.0,15.0,72.0,4.1,27.7,1.2,3.2,67346
2019-06-30,0.0,23.9,28.5,20.9,31.0,22.0,73.5,5.2,35.4,2.3,4.5,74994
2019-07-01,,23.9,28.9,20.6,31.0,21.0,64.4,10.9,74.1,2.3,5.2,92814
2019-07-02,,24.4,30.1,20.8,28.0,19.0,63.5,11.9,81.0,2.3,4.3,94783
2019-07-03,,24.1,27.4,21.2,29.0,20.0,64.6,3.3,22.4,1.7,3.8,94773
2019-07-04,,25.4,32.8,20.0,28.0,17.0,59.6,12.7,86.4,1.9,4.5,90397
2019-07-05,0.0,27.6,35.0,20.2,32.0,20.0,42.1,11.8,80.3,1.5,4.3,83994
2019-07-06,,29.7,36.1,24.6,29.0,21.0,40.9,11.8,80.3,1.7,3.9,70246
2019-07-07,,26.7,32.5,22.7,19.0,12.0,43.3,9.8,66.7,2.2,3.3,75116
2019-07-08,,25.1,31.0,21.2,10.0,5.0,46.6,9.3,63.7,2.0,3.3,93609
2019-07-09,,25.0,30.0,19.7,10.0,6.0,46.4,7.7,52.7,1.8,3.1,95859
2019-07-10,8.5,22.7,27.3,19.3,10.0,6.0,64.1,3.1,21.2,2.0,3.3,43842
2019-07-11,2.9,21.9,25.9,19.5,8.0,4.0,76.9,0.0,0.0,1.3,2.8,65003
2019-07-12,,23.6,28.7,20.0,14.0,8.0,65.5,7.0,47.9,2.0,4.4,94473
2019-07-13,0.0,24.9,29.7,22.1,30.0,22.0,67.3,4.1,28.1,1.7,3.9,81067
2019-07-14,,25.9,31.6,21.2,38.0,29.0,64.6,7.8,53.8,1.6,3.8,74259
2019-07-15,7.7,23.8,27.4,22.1,33.0,23.0,80.0,0.1,0.7,1.1,3.0,57917
2019-07-16,6.3,24.7,28.8,21.4,25.0,19.0,79.0,4.0,27.6,1.3,3.4,82285
2019-07-17,0.7,25.6,29.2,22.3,57.0,41.0,73.9,1.0,6.9,1.2,2.9,84261
2019-07-18,,26.9,32.1,23.3,64.0,48.0,65.0,3.2,22.1,1.2,3.2,81613
2019-07-19,0.0,28.6,35.0,22.8,34.0,17.0,61.3,9.8,68.1,1.5,4.6,77449
2019-07-20,1.1,28.0,31.9,25.1,9.0,5.0,66.9,1.2,8.3,2.1,3.6,56648
2019-07-21,6.2,25.1,27.0,24.2,15.0,10.0,87.1,0.6,4.2,2.2,4.4,46130
2019-07-22,0.1,26.7,31.0,24.2,43.0,32.0,74.6,6.1,42.4,2.2,3.6,82781
2019-07-23,,28.1,32.9,24.4,26.0,17.0,70.8,4.0,27.8,1.7,3.6,83206
2019-07-24,1.0,26.5,27.2,25.2,24.0,16.0,82.3,0.0,0.0,1.6,3.4,59020
2019-07-25,9.7,26.3,27.4,25.6,25.0,17.0,90.1,0.0,0.0,1.2,3.4,34778
2019-07-26,60.0,25.1,25.9,23.7,18.0,13.0,95.3,0.0,0.0,1.7,4.5,22789
2019-07-27,0.6,28.4,33.4,24.9,20.0,12.0,76.6,4.7,32.9,1.3,3.9,50955
2019-07-28,25.6,26.1,28.2,25.0,15.0,,88.3,0.0,0.0,2.2,4.8,23342
2019-07-29,0.5,27.5,30.0,25.6,14.0,12.0,74.5,2.6,18.3,2.6,5.0,74046
2019-07-30,1.2,28.1,30.8,26.3,19.0,12.0,75.3,1.6,11.3,3.4,5.9,69757
2019-07-31,62.3,25.8,27.5,24.0,17.0,12.0,91.1,0.0,0.0,2.2,5.3,26874
2019-08-01,26.9,26.3,30.1,23.5,14.0,9.0,86.4,4.9,34.8,1.7,4.6,59803
2019-08-02,,28.4,33.1,24.7,19.0,13.0,74.6,8.3,58.9,1.2,3.0,67510
2019-08-03,3.0,29.4,36.0,25.6,21.0,15.0,69.0,10.6,75.7,1.3,4.5,49047
2019-08-04,8.6,28.3,34.4,25.0,27.0,,75.9,8.6,61.4,1.2,3.3,46477
2019-08-05,,30.5,35.9,25.6,37.0,31.0,65.5,11.2,80.0,1.1,3.2,65085
2019-08-06,,31.6,36.8,27.9,27.0,23.0,51.4,9.9,71.2,1.5,2.8,66703
2019-08-07,8.0,26.9,30.3,23.9,20.0,13.0,78.1,1.9,13.7,1.2,2.8,50804
2019-08-08,0.0,28.9,32.7,25.9,40.0,33.0,71.4,7.5,54.0,1.6,3.6,69748
2019-08-09,,29.8,34.6,26.0,27.0,20.0,69.0,10.8,77.7,1.3,4.1,67491
2019-08-10,,31.5,36.5,26.6,20.0,13.0,57.9,11.6,84.1,1.5,3.4,54162
2019-08-11,6.7,30.4,35.7,26.3,17.0,12.0,53.6,9.8,71.0,2.5,4.1,43351
2019-08-12,56.2,26.6,28.5,24.8,19.0,14.0,91.8,0.3,2.2,1.3,2.3,24386
2019-08-13,6.4,29.2,35.3,25.1,22.0,15.0,76.9,7.3,53.3,1.5,4.7,63749
2019-08-14,,30.4,35.7,25.9,17.0,11.0,63.9,9.2,67.2,1.5,3.1,65452
2019-08-15,16.2,25.9,28.6,23.9,9.0,5.0,82.0,0.1,0.7,1.3,2.7,32229
2019-08-16,0.1,25.9,29.5,23.0,16.0,10.0,74.5,7.5,55.1,2.2,5.0,71161
2019-08-17,0.0,25.9,28.8,23.4,31.0,21.0,69.5,8.1,59.6,2.5,4.6,72259
2019-08-18,,25.6,30.7,22.6,21.0,15.0,66.5,10.7,79.3,1.7,3.2,72588
2019-08-19,,26.3,31.3,21.2,23.0,17.0,60.6,11.1,82.2,1.1,2.7,81832
2019-08-20,,28.2,32.8,23.2,28.0,22.0,56.3,10.5,77.8,1.5,3.2,82116
2019-08-21,1.3,27.0,30.4,24.4,29.0,23.0,67.3,3.2,23.9,1.2,3.2,56957
2019-08-22,,26.9,31.4,23.0,39.0,30.0,66.5,10.7,79.9,1.7,4.4,82232
2019-08-23,,26.2,30.5,22.7,31.0,20.0,58.4,12.0,89.6,2.1,4.4,86624
2019-08-24,,24.1,27.3,21.5,22.0,12.0,60.9,3.0,22.6,1.5,3.5,85630
2019-08-25,,25.0,29.9,20.2,20.0,14.0,66.6,9.9,74.4,1.5,4.0,81028
2019-08-26,,26.4,32.1,21.5,25.0,17.0,63.8,9.2,69.7,1.2,4.0,87770
2019-08-27,20.0,25.7,29.3,22.2,25.0,19.0,71.1,5.6,42.4,1.0,2.5,83107
2019-08-28,,26.1,30.2,23.6,29.0,21.0,66.2,,0.0,1.9,4.3,88718
2019-08-29,36.9,23.4,26.4,20.1,26.0,21.0,77.1,4.9,37.4,2.2,7.5,65708
2019-08-30,0.2,22.6,27.0,19.5,20.0,11.0,66.3,8.8,67.2,2.4,5.0,86733
2019-08-31,,23.5,28.9,18.5,19.0,11.0,65.0,12.1,92.4,1.9,4.7,90724
2019-09-01,,23.7,27.8,19.2,19.0,13.0,64.0,6.9,53.1,1.4,2.9,89191
2019-09-02,,24.4,29.7,19.4,25.0,16.0,56.6,7.4,56.9,1.6,3.5,92510
2019-09-03,0.0,24.1,28.0,22.0,23.0,15.0,67.6,2.9,22.5,2.3,3.8,74801
2019-09-04,22.7,22.8,25.5,21.2,6.0,3.0,89.0,1.1,8.5,2.5,4.5,27168
2019-09-05,36.4,23.0,27.6,21.5,9.0,6.0,91.4,1.5,11.6,2.0,5.0,33929
2019-09-06,2.4,25.3,29.1,21.6,13.0,8.0,79.8,0.4,3.1,2.1,3.4,16631
2019-09-08,0.0,24.7,27.3,22.9,,,76.9,1.4,11.0,1.9,4.8,52055
2019-09-09,0.0,25.1,28.0,22.4,35.0,26.0,74.3,2.0,15.7,1.7,3.6,68370
2019-09-10,63.2,23.8,26.5,22.1,13.0,9.0,93.4,1.0,7.9,2.4,4.0,18265
2019-09-11,7.6,24.3,28.7,20.4,6.0,4.0,71.4,6.9,54.8,3.1,4.7,75328
2019-09-12,3.9,21.0,22.9,18.7,15.0,5.0,72.3,0.0,0.0,2.6,4.8,32059
2019-09-13,0.1,23.3,29.3,18.3,16.0,6.0,60.4,10.9,87.2,1.7,3.5,57065
2019-09-14,0.3,22.4,24.1,20.8,20.0,11.0,80.0,0.2,1.6,1.2,2.9,48756
2019-09-15,,24.2,30.0,19.5,16.0,10.0,70.4,10.6,84.8,1.7,4.1,82678
2019-09-16,,24.5,30.5,20.7,14.0,7.0,53.0,9.4,75.8,2.1,4.5,89807
2019-09-17,,23.5,29.0,18.0,16.0,9.0,41.6,10.6,85.5,2.1,4.4,92153
2019-09-18,,21.0,25.4,16.0,29.0,13.0,46.0,11.7,94.4,3.1,4.9,92045
2019-09-19,,19.5,26.0,13.6,27.0,11.0,46.5,10.2,82.9,1.9,4.3,91554
2019-09-20,,19.6,24.2,15.8,23.0,10.0,52.8,1.3,10.6,2.1,3.5,94246
2019-09-21,,19.6,22.1,18.3,17.0,9.0,60.3,0.0,0.0,2.0,3.7,86676
2019-09-22,0.4,18.6,19.6,17.3,5.0,4.0,63.4,0.0,0.0,3.8,6.4,41173
2019-09-23,,20.0,24.6,16.9,12.0,6.0,51.1,9.0,73.8,2.2,5.0,92006
2019-09-24,,19.8,26.5,13.9,22.0,13.0,61.3,11.4,94.2,1.8,3.5,93546
2019-09-25,,20.9,27.4,14.8,27.0,17.0,64.4,8.8,72.7,1.4,3.0,92665
2019-09-26,,22.9,29.0,17.7,26.0,17.0,59.3,8.1,67.5,1.9,3.3,92247
2019-09-27,,22.9,27.0,19.6,21.0,13.0,57.5,3.5,29.2,1.9,3.1,93345
2019-09-28,,23.7,29.2,19.4,28.0,20.0,58.9,10.1,84.2,1.7,3.3,89550
2019-09-29,,22.6,28.6,17.9,35.0,27.0,60.6,11.1,93.3,1.7,4.0,86133
2019-09-30,,22.4,29.9,16.4,45.0,33.0,61.0,10.5,88.2,1.6,3.4,88270
2019-10-01,,23.1,28.2,17.6,45.0,34.0,67.1,7.5,63.6,1.8,4.4,88575
2019-10-02,23.1,21.6,24.2,20.0,24.0,18.0,88.0,0.0,0.0,3.0,5.5,27368
2019-10-03,4.6,22.4,27.3,19.8,8.0,4.0,73.4,6.0,50.8,2.8,4.9,75438
2019-10-04,,22.4,27.8,18.0,23.0,16.0,71.5,9.9,84.6,2.1,3.9,94912
2019-10-05,0.6,18.7,21.9,14.7,40.0,25.0,72.6,2.3,19.7,2.9,4.6,83020
2019-10-06,,18.1,22.7,13.2,11.0,5.0,53.4,9.4,81.0,2.9,4.8,82855
2019-10-07,25.4,14.8,17.9,13.3,11.0,7.0,92.0,0.0,0.0,1.8,3.6,21875
2019-10-08,,14.7,19.8,10.6,21.0,11.0,58.8,10.3,88.8,2.6,6.2,81524
2019-10-09,,13.6,20.4,7.7,22.0,10.0,48.3,10.6,92.2,1.7,3.8,85638
2019-10-10,,15.2,19.8,10.7,28.0,16.0,60.9,1.1,9.6,1.3,2.8,81742
2019-10-11,,18.8,26.1,13.0,33.0,21.0,60.0,10.3,90.4,1.9,4.9,92155
2019-10-12,,17.9,23.3,13.3,23.0,12.0,49.3,10.5,92.1,3.5,6.7,84843
2019-10-13,,17.2,23.8,12.1,18.0,9.0,52.6,10.6,93.0,1.9,4.1,84368
2019-10-14,,14.4,19.6,9.5,30.0,18.0,56.9,10.1,89.4,2.5,5.1,79509
2019-10-15,,14.5,20.4,8.8,17.0,9.0,55.6,7.7,68.1,1.6,4.3,85516
2019-10-16,,14.6,20.8,9.0,24.0,15.0,58.3,9.8,87.5,1.6,3.6,84549
2019-10-17,,15.4,21.6,11.2,28.0,18.0,56.0,7.4,66.1,1.7,3.5,85596
2019-10-18,,17.0,22.7,12.0,17.0,11.0,58.3,8.0,71.4,2.4,4.3,89551
2019-10-19,,17.0,23.1,12.1,20.0,11.0,63.8,10.2,91.9,1.8,3.7,87553
2019-10-20,,16.5,22.9,12.0,33.0,21.0,70.3,9.3,83.8,1.3,3.0,79300
2019-10-21,,17.1,24.6,10.9,39.0,26.0,61.0,9.6,86.5,1.0,2.4,84488
2019-10-22,,18.1,24.4,13.3,39.0,26.0,56.1,9.1,82.7,1.6,3.3,88478
2019-10-23,,17.0,20.7,14.3,22.0,15.0,57.3,0.7,6.4,2.4,4.4,87991
2019-10-24,,18.3,23.8,15.3,28.0,18.0,47.6,6.6,60.6,2.7,5.1,89520
2019-10-25,0.0,16.7,22.0,13.1,23.0,11.0,58.0,7.1,65.1,2.4,5.6,84617
2019-10-26,,10.0,14.9,6.6,22.0,14.0,60.0,8.7,79.8,2.5,5.2,67578
2019-10-27,,11.0,17.4,4.7,23.0,14.0,59.0,9.8,90.7,1.6,4.2,65774
2019-10-28,1.7,12.9,17.7,7.4,30.0,20.0,65.9,7.3,67.6,2.5,4.7,67175
2019-10-29,0.1,12.5,17.6,8.2,65.0,15.0,61.0,9.0,83.3,2.3,5.2,71135
2019-10-30,,11.2,17.7,5.0,25.0,12.0,60.3,9.6,89.7,1.6,3.8,76898
2019-10-31,,14.8,19.7,8.4,66.0,23.0,73.8,8.0,74.8,2.3,5.2,76860
2019-11-01,,14.9,20.5,11.4,100.0,36.0,57.9,9.5,88.8,1.8,3.9,77604
2019-11-02,,13.6,18.7,8.3,66.0,35.0,57.3,3.3,31.1,1.5,2.9,68223
2019-11-03,,14.7,22.1,9.4,53.0,33.0,57.8,7.8,73.6,2.1,4.7,67452
2019-11-04,,13.8,20.3,9.2,14.0,7.0,57.8,9.7,91.5,2.1,3.7,78874
2019-11-05,,12.4,18.4,8.4,32.0,20.0,65.1,8.0,76.2,1.6,3.8,78675
2019-11-06,,11.0,16.5,6.3,48.0,32.0,63.6,7.5,71.4,1.8,4.4,74812
2019-11-07,,9.2,13.6,5.0,44.0,24.0,42.8,9.5,91.3,2.7,5.3,68315
2019-11-08,,6.8,13.0,1.1,44.0,18.0,31.4,9.7,93.3,1.9,4.4,65110
2019-11-09,,9.5,17.2,3.5,41.0,22.0,41.4,9.7,93.3,1.6,4.2,60693
2019-11-10,11.8,10.0,15.3,6.2,39.0,26.0,59.6,3.3,32.0,2.1,3.8,40503
2019-11-11,1.1,11.2,15.1,7.9,23.0,14.0,71.6,7.2,69.9,2.4,4.8,58957
2019-11-12,,9.3,14.5,4.8,38.0,23.0,63.6,5.7,55.3,1.4,2.7,68210
2019-11-13,7.5,7.2,11.3,3.0,34.0,20.0,72.3,0.0,0.0,2.8,6.0,39198
2019-11-14,,1.3,5.0,-2.5,19.0,6.0,30.6,9.7,95.1,2.9,5.8,45095
2019-11-15,18.8,5.6,7.6,1.4,22.0,13.0,87.4,0.1,1.0,2.0,3.5,15069
2019-11-16,,6.8,12.7,3.8,31.0,21.0,81.3,5.6,54.9,1.6,3.0,45493
2019-11-17,21.1,8.3,10.5,5.6,26.0,16.0,79.4,0.0,0.0,3.1,6.4,11303
2019-11-18,14.7,4.6,12.7,0.4,71.0,12.0,59.8,8.0,79.2,3.9,7.0,37496
2019-11-19,0.0,0.2,4.0,-3.5,28.0,9.0,48.0,9.4,93.1,2.8,5.8,40356
2019-11-20,,0.5,6.3,-4.6,20.0,11.0,35.5,9.4,93.1,1.8,4.6,42026
2019-11-21,,4.2,9.0,-2.3,34.0,19.0,37.4,5.7,57.0,1.9,4.2,47091
2019-11-22,,9.7,17.3,3.0,40.0,21.0,34.1,9.0,90.0,2.1,4.8,56700
2019-11-23,,12.1,17.7,7.7,33.0,19.0,52.0,8.0,80.0,1.8,3.6,54283
2019-11-24,3.8,9.8,15.6,4.6,32.0,20.0,74.6,1.8,18.2,2.2,6.0,24304
2019-11-25,,1.9,6.0,-1.2,24.0,15.0,62.1,5.8,58.6,2.7,5.9,42677
2019-11-26,,6.6,13.7,1.2,25.0,17.0,64.0,7.9,79.8,2.0,4.5,52464
2019-11-27,,3.1,6.8,0.3,33.0,21.0,50.8,8.3,83.8,2.7,4.6,46248
2019-11-28,,3.5,10.4,-0.6,33.0,20.0,52.4,9.0,91.8,2.0,4.3,46983
2019-11-29,,1.5,6.9,-3.4,43.0,30.0,42.8,9.3,94.9,2.0,4.0,44689
2019-11-30,,4.1,9.3,-1.4,44.0,34.0,42.6,5.3,54.1,1.7,3.4,38366
2019-12-01,3.3,4.6,6.2,2.3,38.0,30.0,79.4,0.0,0.0,1.6,4.1, 9680 
2019-12-02,,-0.1,2.8,-3.2,21.0,15.0,48.0,8.8,89.8,3.1,6.2, 34397 
2019-12-03,0.6,0.5,4.2,-5.0,26.0,17.0,61.3,3.1,31.6,1.6,3.6, 33580 
2019-12-04,0.0,2.0,7.2,-2.0,27.0,18.0,41.6,8.7,89.7,1.8,4.4, 38576 
2019-12-05,,-4.4,-0.2,-8.5,19.0,13.0,31.9,9.2,94.8,3.2,6.0, 29277 
2019-12-06,,-5.9,-1.0,-10.6,29.0,20.0,34.5,9.3,95.9,1.7,3.8, 26723 
2019-12-07,0.1,-2.4,1.2,-5.5,45.0,36.0,65.0,1.1,11.3,1.7,3.1, 23013 
2019-12-08,,-0.9,4.9,-5.5,55.0,48.0,65.1,8.9,91.8,1.4,3.2, 22597 
2019-12-09,0.0,3.2,8.0,-1.3,62.0,54.0,56.8,1.4,14.4,2.5,3.9, 34140 
2019-12-10,1.7,8.1,10.8,6.0,97.0,80.0,82.3,2.0,20.6,1.2,3.5, 33275 
2019-12-11,0.2,6.3,9.8,0.1,79.0,60.0,62.0,5.2,54.2,3.4,7.2, 34049 
2019-12-12,,-0.7,3.4,-3.5,21.0,18.0,45.4,9.1,94.8,1.8,4.2, 33704 
2019-12-13,1.0,2.1,5.9,-3.7,28.0,20.0,53.6,3.4,35.4,2.0,4.3, 34258 
2019-12-14,0.0,2.7,6.4,-0.1,38.0,29.0,58.3,8.3,86.5,2.3,5.3, 27424 
2019-12-15,,5.3,11.0,0.4,34.0,28.0,52.5,7.3,76.0,2.0,3.6, 29692 
2019-12-16,,7.8,12.9,2.1,35.0,25.0,58.9,6.6,68.8,1.9,3.2, 41750 
2019-12-17,9.8,7.7,10.2,3.2,27.0,21.0,81.4,0.0,0.0,2.3,4.5, 25644 
2019-12-18,,0.8,5.2,-1.7,40.0,30.0,64.6,8.4,87.5,2.5,4.2, 34899 
2019-12-19,0.0,-0.8,3.1,-4.5,29.0,20.0,47.8,8.5,88.5,2.4,4.8, 32972 
2019-12-20,0.0,-1.1,2.0,-3.5,30.0,22.0,45.3,8.9,92.7,2.3,3.9, 32521 
2019-12-21,0.6,-1.2,1.5,-5.1,37.0,26.0,68.1,1.9,19.8,1.7,2.9, 20302 
2019-12-22,0.3,4.1,8.4,0.3,60.0,45.0,63.4,5.2,54.2,1.7,3.5, 24430 
2019-12-23,2.9,3.4,5.2,0.3,53.0,42.0,80.4,2.4,25.0,2.0,4.2, 29028 
2019-12-24,,0.8,6.5,-2.9,77.0,59.0,67.9,8.0,83.3,1.4,3.1, 33334 
2019-12-25,,2.0,6.6,-2.7,55.0,42.0,60.8,3.3,34.4,1.0,3.2, 22428 
2019-12-26,0.3,2.0,4.1,-2.4,50.0,35.0,59.0,1.3,13.5,2.4,5.2, 25007 
2019-12-27,,-1.7,2.6,-4.6,36.0,27.0,45.4,9.0,93.8,2.1,4.3, 29243 
2019-12-28,,1.1,6.1,-3.6,44.0,30.0,47.6,5.8,60.4,2.0,3.7, 26046 
2019-12-29,1.4,3.8,6.2,1.1,46.0,31.0,52.5,0.0,0.0,2.9,4.4, 18701 
2019-12-30,0.4,2.7,6.8,-5.7,40.0,29.0,70.3,0.0,0.0,2.9,7.4, 22952 
2019-12-31,0.0,-7.9,-4.5,-10.9,27.0,19.0,39.3,9.1,94.8,3.1,7.5, 18436 
2020-01-01,0.1,-2.2,0.3,-6.5,34.0,24.0,64.4,0.8,8.3,0.6,2.6, 16236 
2020-01-02,,1.0,3.8,-0.7,59.0,45.0,65.4,0.0,0.0,1.2,4.0, 28890 
2020-01-03,,-0.1,4.6,-3.4,66.0,48.0,56.9,8.8,90.7,1.7,3.5, 30809 
2020-01-04,,1.2,6.1,-2.8,56.0,41.0,50.8,7.9,81.4,1.9,4.5, 25709 
2020-01-05,,1.3,6.6,-3.2,53.0,39.0,45.6,7.1,73.2,1.1,2.9, 23206 
2020-01-06,1.8,3.1,4.6,0.6,41.0,31.0,65.4,0.0,0.0,3.1,5.4, 15381 
2020-01-07,46.3,6.3,7.7,4.2,10.0,8.0,95.0,0.0,0.0,4.0,6.3, 1920 
2020-01-08,11.6,2.4,8.9,-0.4,26.0,21.0,86.1,0.0,0.0,3.3,6.3, 21522 
2020-01-09,,-1.2,2.0,-3.1,53.0,45.0,65.3,8.7,89.7,2.3,4.3, 28711 
2020-01-10,,-0.6,4.2,-4.3,70.0,59.0,62.9,7.5,76.5,1.5,3.7, 29395 
2020-01-11,,-0.1,3.9,-2.6,54.0,44.0,60.9,8.1,82.7,1.9,4.8, 23246 
2020-01-12,,-1.0,2.8,-3.5,50.0,39.0,61.5,8.6,87.8,2.4,4.1, 19842 
2020-01-13,,-2.9,0.2,-4.7,27.0,20.0,51.0,8.1,82.7,2.3,4.9, 26786 
2020-01-14,,-2.3,2.6,-5.7,30.0,23.0,45.3,8.5,86.7,1.6,3.3, 28435 
2020-01-15,,-2.7,2.2,-6.4,37.0,27.0,44.8,9.2,92.9,1.9,4.5, 28391 
2020-01-16,,-1.7,3.2,-5.5,44.0,32.0,43.0,8.3,83.8,1.6,4.4, 29026 
2020-01-17,,-0.6,4.9,-4.8,58.0,40.0,43.9,7.6,76.8,1.5,3.8, 29626 
2020-01-18,,0.3,5.9,-4.1,64.0,44.0,48.1,9.1,91.9,1.8,4.2, 24635 
2020-01-19,0.6,1.9,5.3,-0.4,61.0,46.0,62.8,4.8,48.5,2.2,6.1, 17682 
2020-01-20,,0.7,5.5,-3.3,56.0,34.0,46.8,8.7,87.0,2.5,5.7, 28611 
2020-01-21,,-0.4,5.5,-5.6,42.0,27.0,36.9,9.2,92.0,1.4,3.5, 30618 
2020-01-22,,3.0,7.8,-0.1,43.0,30.0,36.0,3.7,37.0,1.7,3.2, 33011 
2020-01-23,,4.6,9.9,0.0,62.0,44.0,49.3,8.8,88.0,2.0,4.7, 34466 
2020-01-24,,2.8,7.4,-1.3,72.0,52.0,63.0,8.8,87.1,1.7,3.7, 19230 
2020-01-25,,4.3,8.8,0.6,50.0,38.0,63.1,3.6,35.6,1.5,3.9, 15233 
2020-01-26,,5.5,11.9,-0.2,28.0,20.0,56.3,7.3,72.3,2.7,6.1, 22685 
2020-01-27,0.1,5.9,7.5,4.8,11.0,6.0,48.1,0.0,0.0,4.6,7.0, 16836 
2020-01-28,0.0,6.8,9.9,4.3,13.0,7.0,49.4,0.0,0.0,2.6,5.4, 32098 
2020-01-29,,6.0,9.6,3.2,17.0,9.0,46.4,3.1,30.4,2.1,3.6, 37990 
2020-01-30,,5.2,10.4,1.4,18.0,12.0,47.0,5.5,53.4,1.8,3.0, 38079 
2020-01-31,0.0,3.9,8.9,1.4,25.0,17.0,59.6,6.1,59.2,2.3,4.4, 35857 
2020-02-01,,2.6,7.6,-1.2,68.0,53.0,66.6,5.3,51.5,1.7,4.7, 27151 
2020-02-02,,1.5,5.3,-2.1,74.0,58.0,52.3,4.8,46.6,1.8,4.7, 22384 
2020-02-03,0.0,-0.4,3.0,-2.9,26.0,18.0,43.6,9.6,92.3,3.1,5.7, 29681 
2020-02-04,1.7,-1.6,3.9,-6.0,25.0,18.0,50.3,6.4,61.5,2.8,6.2, 23006 
2020-02-05,,-8.3,-4.9,-11.0,23.0,13.0,37.3,9.7,92.4,3.3,5.5, 20311 
2020-02-06,,-6.4,0.4,-11.8,37.0,22.0,36.4,9.7,92.4,1.9,4.0, 22401 
2020-02-07,0.0,-1.7,2.2,-7.2,35.0,25.0,45.1,6.1,58.1,2.0,3.5, 26540 
2020-02-08,0.0,-0.1,3.7,-2.3,42.0,33.0,48.1,9.6,90.6,3.0,5.3, 22046 
2020-02-09,0.0,-0.5,4.1,-5.6,37.0,26.0,51.1,9.6,90.6,2.0,4.4, 21099 
2020-02-10,0.0,4.0,9.6,-0.7,50.0,35.0,49.4,9.7,91.5,1.7,4.2, 33956 
2020-02-11,,6.8,14.6,-0.5,55.0,36.0,37.0,7.6,71.0,1.6,3.6, 40563 
2020-02-12,6.7,7.4,8.2,6.5,49.0,34.0,73.4,0.0,0.0,2.2,5.0, 10698 
2020-02-13,,6.5,8.7,4.9,76.0,54.0,84.8,1.3,12.1,1.7,3.2, 34375 
2020-02-14,,8.1,14.7,3.2,86.0,62.0,70.3,8.7,80.6,1.2,3.0, 41229 
2020-02-15,2.0,9.8,15.6,6.2,65.0,49.0,63.0,5.0,46.3,2.7,5.0, 29837 
2020-02-16,13.4,-1.4,7.7,-4.3,28.0,19.0,81.1,1.6,14.8,4.0,6.6, 6798 
2020-02-17,1.0,-5.9,-3.9,-7.1,41.0,20.0,64.3,3.2,29.4,3.4,5.6, 13777 
2020-02-18,,-4.1,1.3,-8.3,24.0,17.0,44.0,10.1,92.7,2.3,4.1, 19773 
2020-02-19,,1.0,6.4,-4.4,33.0,24.0,56.8,7.4,67.3,1.5,3.2, 32721 
2020-02-20,,4.6,10.8,-0.6,60.0,45.0,62.6,9.4,85.5,1.7,3.3, 36027 
2020-02-21,4.2,6.7,10.9,2.1,79.0,62.0,66.3,1.1,10.0,2.2,5.3, 29779 
2020-02-22,3.1,4.0,7.9,0.0,,,62.0,5.9,53.2,4.0,8.2, 18290 
2020-02-23,,2.5,8.0,-2.5,,,48.6,10.2,91.9,2.0,4.2, 25159 
2020-02-24,,7.0,12.2,0.8,35.0,20.0,51.8,7.7,69.4,1.6,3.4, 36094 
2020-02-25,16.6,6.7,9.4,4.7,23.0,14.0,73.5,0.6,5.4,4.2,6.8, 15939 
2020-02-26,0.0,6.4,10.4,2.8,18.0,11.0,59.6,4.8,42.9,2.1,4.0, 35773 
2020-02-27,,6.1,12.5,1.3,13.0,8.0,54.0,10.4,92.0,2.0,4.4, 38526 
2020-02-28,3.9,4.5,5.9,3.6,25.0,18.0,79.4,0.0,0.0,1.4,4.2, 12644 
2020-02-29,0.5,7.7,13.0,4.5,24.0,17.0,68.6,9.5,84.1,1.7,4.2, 35697 
2020-03-01,0.2,5.8,10.1,3.2,45.0,32.0,71.8,0.2,1.8,2.0,4.7, 24431 
2020-03-02,0.0,3.4,7.6,0.0,39.0,30.0,55.3,10.0,87.7,2.7,4.9, 36641 
2020-03-03,,4.8,10.5,0.3,46.0,35.0,57.0,4.1,35.7,2.6,4.7, 39447 
2020-03-04,0.0,2.2,4.6,-1.3,47.0,37.0,53.4,6.6,57.4,3.7,6.8, 31269 
2020-03-05,,1.4,6.3,-2.8,37.0,30.0,47.5,10.9,94.8,2.5,4.1, 35851 
2020-03-06,,3.7,10.1,-2.5,39.0,27.0,46.8,10.6,91.4,1.6,3.6, 40897 
2020-03-07,,7.0,14.2,1.3,53.0,40.0,39.5,5.9,50.9,2.0,4.1, 42379 
